,CustomerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Gender,SeniorCitizen,Partner,Dependents,MultipleLines,ChurnRate
789,1150-WFARN,2014-05-01,2019-12-01,Two year,Yes,Credit card (automatic),108.75,7156.2,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,1
790,1153-GNOLC,2017-05-01,,One year,Yes,Electronic check,39.1,1309.0,DSL,No,Yes,No,No,Yes,No,Male,0,No,No,,0
791,1154-HYWWO,2016-12-01,,One year,No,Mailed check,70.6,2708.2,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,No,0
792,1156-ZFYDO,2020-01-01,,Month-to-month,No,Electronic check,19.75,19.75,,,,,,,,Female,0,No,No,No,0
793,1157-BQCUW,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,74.95,74.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
794,1159-WFSGR,2018-10-01,,Month-to-month,No,Electronic check,20.4,321.4,,,,,,,,Female,0,Yes,Yes,No,0
795,1162-ECVII,2014-02-01,,Two year,Yes,Bank transfer (automatic),109.75,7932.5,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
796,1163-ONYEY,2016-09-01,,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,DSL,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
797,1163-VIPRI,2014-09-01,,Two year,No,Electronic check,109.3,7337.55,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
798,1166-PQLGG,2014-02-01,,Two year,No,Bank transfer (automatic),19.55,1463.45,,,,,,,,Female,0,Yes,Yes,No,0
799,1167-OYZJF,2014-07-01,,Two year,Yes,Bank transfer (automatic),20.05,1263.05,,,,,,,,Female,1,Yes,No,No,0
800,1169-SAOCL,2016-01-01,,One year,Yes,Bank transfer (automatic),106.65,5168.1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,0
801,1169-WCVAK,2018-07-01,,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,Fiber optic,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,0
802,1170-SASML,2014-05-01,,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,0
803,1171-TYKUR,2016-03-01,,Month-to-month,No,Electronic check,25.4,1139.2,,,,,,,,Male,0,Yes,No,Yes,0
804,1172-VIYBP,2015-09-01,,Two year,No,Bank transfer (automatic),69.7,3686.05,DSL,Yes,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,0
805,1173-NOEYG,2017-11-01,,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,0
806,1173-XZPYF,2019-03-01,,Month-to-month,Yes,Electronic check,89.2,990.3,Fiber optic,No,No,Yes,No,Yes,No,Female,0,No,No,Yes,0
807,1174-FGIFN,2017-10-01,,One year,Yes,Electronic check,90.45,2509.25,Fiber optic,No,No,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,0
808,1177-XZBJL,2015-09-01,,One year,No,Bank transfer (automatic),64.15,3491.55,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,0
809,1178-PZGAB,2018-07-01,,One year,No,Credit card (automatic),20.25,383.65,,,,,,,,Female,0,No,No,No,0
810,1179-INLAT,2019-11-01,,One year,Yes,Mailed check,19.45,69.25,,,,,,,,Male,0,No,No,No,0
811,1183-CANVH,2018-03-01,,One year,No,Bank transfer (automatic),60.0,1347.15,DSL,No,No,No,Yes,Yes,No,Female,0,Yes,No,No,0
812,1184-PJVDB,2019-01-01,2019-11-01,Month-to-month,Yes,Electronic check,79.95,857.2,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,No,No,1
813,1187-WILMM,2014-11-01,,Two year,Yes,Credit card (automatic),89.4,5597.65,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
814,1193-RTSLK,2016-08-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,No,No,No,1
815,1194-BHJYC,2015-01-01,,Two year,Yes,Mailed check,62.15,3778.85,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,,0
816,1194-HVAIF,2017-11-01,,Month-to-month,No,Credit card (automatic),95.0,2462.55,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,0
817,1194-SPVSP,2020-01-01,,Month-to-month,No,Bank transfer (automatic),19.65,19.65,,,,,,,,Male,0,No,No,No,0
818,1195-OIYEJ,2018-11-01,2019-12-01,Month-to-month,Yes,Electronic check,91.1,1135.7,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,1
819,1196-AMORA,2019-03-01,2019-10-01,Month-to-month,No,Electronic check,73.6,520.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
820,1197-BVMVG,2019-10-01,,Month-to-month,Yes,Electronic check,74.45,294.45,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,0
821,1200-TUZHR,2019-06-01,,Month-to-month,No,Electronic check,85.2,695.75,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,Yes,0
822,1202-KKGFU,2019-02-01,,Month-to-month,No,Bank transfer (automatic),54.2,690.5,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,No,No,0
823,1205-WNWPJ,2019-06-01,2020-01-01,Month-to-month,Yes,Mailed check,59.5,415.95,DSL,No,No,No,Yes,Yes,No,Female,0,No,No,No,1
824,1206-EHBDD,2015-06-01,,Two year,No,Bank transfer (automatic),80.3,4513.65,Fiber optic,Yes,No,Yes,No,No,No,Female,0,Yes,No,No,0
825,1207-BLKSA,2015-10-01,,Two year,No,Mailed check,23.05,1255.1,,,,,,,,Female,0,Yes,Yes,Yes,0
826,1208-DNHLN,2017-12-01,2019-11-01,One year,Yes,Credit card (automatic),48.35,1067.15,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,1
827,1208-NBVFH,2018-06-01,,Month-to-month,Yes,Electronic check,49.6,939.8,DSL,No,No,Yes,No,No,No,Male,0,Yes,Yes,No,0
828,1209-VFFOC,2014-06-01,,Two year,Yes,Mailed check,56.4,3948.45,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,,0
829,1212-GLHMD,2019-11-01,,Month-to-month,Yes,Mailed check,86.05,244.85,Fiber optic,Yes,No,No,No,No,Yes,Male,0,No,No,No,0
830,1213-NGCUN,2019-06-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,1
831,1215-EXRMO,2015-12-01,,Two year,No,Mailed check,20.55,1067.65,,,,,,,,Male,0,Yes,No,No,0
832,1215-FIGMP,2015-02-01,,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,Fiber optic,No,Yes,No,No,Yes,No,Male,0,No,No,Yes,0
833,1215-VFYVK,2019-10-01,,Month-to-month,No,Mailed check,48.25,202.25,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,No,No,,0
834,1216-BGTSP,2016-05-01,,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
835,1216-JWVUX,2018-01-01,,Month-to-month,Yes,Electronic check,75.5,1901.05,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,Yes,No,0
836,1217-VASWC,2016-07-01,,One year,Yes,Bank transfer (automatic),100.55,4304.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,No,0
837,1218-VKFPE,2018-11-01,2019-11-01,Month-to-month,No,Mailed check,19.0,233.55,,,,,,,,Female,0,Yes,Yes,No,1
838,1219-NNDDO,2019-05-01,,Month-to-month,Yes,Electronic check,76.85,663.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
839,1221-GHZEP,2014-12-01,,Two year,Yes,Mailed check,65.1,3846.75,DSL,Yes,No,No,Yes,No,Yes,Female,0,No,No,No,0
840,1222-KJNZD,2016-10-01,,Month-to-month,Yes,Bank transfer (automatic),20.4,745.3,,,,,,,,Male,0,Yes,Yes,No,0
841,1222-LRYKO,2019-08-01,,Month-to-month,No,Mailed check,26.35,184.05,,,,,,,,Male,0,No,Yes,Yes,0
842,1223-UNPKS,2018-06-01,,Two year,No,Mailed check,20.05,400.0,,,,,,,,Male,0,Yes,Yes,No,0
843,1226-IENZN,2018-10-01,,Month-to-month,Yes,Electronic check,78.75,1218.25,Fiber optic,No,No,No,No,No,Yes,Male,1,No,No,No,0
844,1226-JZNKR,2019-06-01,,One year,No,Electronic check,19.8,160.05,,,,,,,,Female,0,Yes,Yes,No,0
845,1226-UDFZR,2019-10-01,2019-12-01,Month-to-month,Yes,Mailed check,49.6,114.7,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,1
846,1227-UDMZR,2014-02-01,,Two year,Yes,Bank transfer (automatic),91.15,6637.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
847,1228-FZFRV,2015-08-01,2019-10-01,Month-to-month,No,Credit card (automatic),105.95,5341.8,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
848,1228-ZLNBX,2018-05-01,,Month-to-month,No,Mailed check,75.3,1570.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
849,1229-RCALF,2014-10-01,,One year,Yes,Electronic check,115.0,7396.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
850,1230-QAJDW,2019-11-01,,Month-to-month,Yes,Mailed check,65.25,209.9,DSL,No,No,No,Yes,Yes,No,Male,0,No,No,Yes,0
851,1231-YNDEK,2015-04-01,,Two year,Yes,Bank transfer (automatic),19.15,1035.5,,,,,,,,Male,0,No,No,No,0
852,1236-WFCDV,2018-09-01,2019-11-01,Month-to-month,No,Credit card (automatic),90.45,1266.1,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,No,1
853,1237-WIYYZ,2018-08-01,,Month-to-month,Yes,Mailed check,19.55,389.25,,,,,,,,Female,0,No,No,No,0
854,1240-HCBOH,2014-07-01,,Two year,Yes,Mailed check,26.1,1759.55,,,,,,,,Female,0,No,No,Yes,0
855,1240-KNSEZ,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,20.1,20.1,,,,,,,,Male,0,No,No,No,1
856,1241-EZFMJ,2015-01-01,,Two year,No,Bank transfer (automatic),25.45,1538.6,,,,,,,,Male,0,Yes,No,Yes,0
857,1241-FPMOF,2015-10-01,,Two year,No,Mailed check,19.65,1025.05,,,,,,,,Male,0,No,No,No,0
858,1245-HARPS,2018-12-01,,Two year,No,Mailed check,20.4,292.4,,,,,,,,Female,0,Yes,No,No,0
859,1247-QBVSH,2016-07-01,,Month-to-month,No,Mailed check,50.2,2169.4,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
860,1248-DYXUB,2015-10-01,,Two year,No,Mailed check,24.8,1229.1,,,,,,,,Male,0,Yes,Yes,Yes,0
861,1251-KRREG,2019-10-01,2019-12-01,Month-to-month,Yes,Mailed check,54.4,114.1,DSL,No,Yes,No,No,No,No,Male,0,No,No,Yes,1
862,1251-STYSZ,2019-10-01,,Month-to-month,Yes,Electronic check,80.25,303.7,Fiber optic,Yes,No,No,No,No,No,Female,1,No,No,Yes,0
863,1254-IZEYF,2017-05-01,2019-12-01,Month-to-month,Yes,Electronic check,99.95,3186.65,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,1
864,1257-SXUXQ,2019-09-01,,Month-to-month,No,Mailed check,19.45,86.05,,,,,,,,Male,0,Yes,Yes,No,0
865,1258-YMZNM,2017-11-01,,One year,Yes,Bank transfer (automatic),110.5,2857.6,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,0
866,1260-TTRXI,2019-08-01,2019-12-01,Month-to-month,No,Electronic check,54.3,195.3,DSL,No,No,No,No,No,Yes,Male,0,No,No,No,1
867,1261-FWTTE,2018-03-01,,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,DSL,No,No,No,No,No,Yes,Male,1,No,No,,0
868,1262-OPMFY,2019-02-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,No,1
869,1264-BYWMS,2015-04-01,2019-11-01,Month-to-month,Yes,Electronic check,96.8,5283.95,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,1
870,1264-FUHCX,2016-01-01,,One year,Yes,Credit card (automatic),56.3,2780.6,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,,0
871,1265-BCFEO,2014-03-01,,Two year,Yes,Bank transfer (automatic),80.45,5662.25,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
872,1265-HVPZB,2015-03-01,,One year,No,Credit card (automatic),66.4,3958.2,DSL,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,No,0
873,1265-XTECC,2014-02-01,2019-10-01,One year,Yes,Credit card (automatic),96.55,6581.9,Fiber optic,Yes,Yes,No,No,No,Yes,Female,1,Yes,No,Yes,1
874,1265-ZFOSD,2014-10-01,,Two year,Yes,Mailed check,81.3,5129.3,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,0
875,1266-NZYUI,2014-02-01,,Two year,No,Bank transfer (automatic),66.85,4758.8,DSL,Yes,No,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,0
876,1268-ASBGA,2018-09-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,Fiber optic,No,No,No,No,No,Yes,Female,1,Yes,No,Yes,1
877,1269-FOYWN,2016-06-01,,One year,No,Bank transfer (automatic),20.0,860.85,,,,,,,,Male,0,Yes,Yes,No,0
878,1270-XKUCC,2017-08-01,,Two year,No,Mailed check,19.7,599.25,,,,,,,,Female,0,Yes,Yes,No,0
879,1271-SJBGZ,2019-01-01,2020-01-01,Month-to-month,Yes,Electronic check,43.65,526.95,DSL,No,No,Yes,Yes,No,Yes,Male,1,No,No,,1
880,1271-UODNO,2016-11-01,,Two year,Yes,Credit card (automatic),53.85,2200.7,DSL,No,No,No,Yes,No,No,Male,0,No,No,Yes,0
881,1272-ILHFG,2018-11-01,,One year,No,Mailed check,19.65,332.65,,,,,,,,Male,0,Yes,Yes,No,0
882,1273-MTETI,2019-08-01,2019-12-01,Month-to-month,Yes,Electronic check,88.85,372.45,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,1
883,1282-IHQAC,2014-04-01,,One year,Yes,Credit card (automatic),44.05,3011.65,DSL,No,Yes,Yes,No,Yes,No,Male,1,No,No,,0
884,1285-OKIPP,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,79.9,79.9,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1
885,1291-CUOCY,2014-02-01,,Two year,Yes,Credit card (automatic),110.6,7962.2,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
886,1293-BSEUN,2014-02-01,,Two year,Yes,Mailed check,20.7,1482.3,,,,,,,,Female,0,Yes,Yes,No,0
887,1293-HHSHJ,2017-03-01,,One year,No,Mailed check,21.1,741.0,,,,,,,,Female,0,No,No,No,0
888,1297-VQDRP,2014-06-01,,One year,Yes,Credit card (automatic),107.15,7379.8,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,1,Yes,Yes,Yes,0
889,1298-PHBTI,2014-03-01,,Two year,Yes,Electronic check,84.8,6152.4,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,0
890,1299-AURJA,2014-04-01,,Two year,No,Bank transfer (automatic),24.7,1685.9,,,,,,,,Female,0,Yes,Yes,Yes,0
891,1301-LOPVR,2017-09-01,,One year,Yes,Credit card (automatic),55.35,1636.95,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,,0
892,1302-TPUBN,2014-08-01,,Two year,No,Bank transfer (automatic),19.35,1240.8,,,,,,,,Male,0,No,No,No,0
893,1302-UHBDD,2018-06-01,,Month-to-month,No,Electronic check,89.95,1648.45,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,No,0
894,1303-SRDOK,2015-07-01,,Two year,Yes,Credit card (automatic),69.05,3842.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
895,1304-BCCFO,2019-05-01,,Month-to-month,Yes,Mailed check,70.05,564.4,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,0
896,1304-NECVQ,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,78.55,149.55,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,Yes,1
897,1304-SEGFY,2014-02-01,,Two year,Yes,Electronic check,97.85,6841.3,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
898,1306-RPWXZ,2016-01-01,,Two year,No,Credit card (automatic),20.45,1024.65,,,,,,,,Female,0,No,Yes,No,0
899,1307-ATKGB,2018-02-01,,Month-to-month,Yes,Electronic check,89.55,2187.15,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,No,No,No,0
900,1307-TVUFB,2016-08-01,,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,Yes,0
901,1309-BXVOQ,2018-04-01,2020-01-01,Month-to-month,Yes,Electronic check,106.1,2249.95,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,1
902,1309-XGFSN,2015-10-01,,One year,Yes,Electronic check,80.85,4079.55,DSL,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,Yes,Yes,0
903,1310-QRITU,2018-08-01,,Month-to-month,Yes,Electronic check,50.3,913.3,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,0
904,1319-YLZJG,2019-02-01,,Month-to-month,Yes,Electronic check,84.6,959.9,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,0
905,1320-GVNHT,2014-02-01,,Two year,Yes,Credit card (automatic),108.4,7767.25,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
906,1320-HTRDR,2019-10-01,2020-01-01,Month-to-month,Yes,Electronic check,75.5,220.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
907,1320-REHCS,2015-10-01,,Month-to-month,Yes,Electronic check,110.75,5832.0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,No,No,Yes,0
908,1322-AGOQM,2016-02-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,DSL,No,Yes,No,No,No,No,Male,0,No,No,,1
909,1323-OOEPC,2015-07-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),98.4,5149.5,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,1
910,1324-NLTJE,2018-07-01,2019-10-01,Month-to-month,No,Credit card (automatic),55.0,757.1,DSL,No,No,No,Yes,No,No,Female,1,No,No,Yes,1
911,1325-USMEC,2014-04-01,,Two year,Yes,Credit card (automatic),99.35,6944.5,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,0
912,1328-EUZHC,2018-08-01,,Two year,No,Mailed check,20.1,370.5,,,,,,,,Female,0,Yes,No,No,0
913,1329-VHWNP,2019-07-01,,Month-to-month,No,Bank transfer (automatic),25.05,189.95,DSL,No,No,No,No,No,No,Female,0,No,No,,0
914,1333-PBMXB,2015-08-01,,One year,Yes,Bank transfer (automatic),24.75,1342.15,,,,,,,,Female,0,Yes,Yes,Yes,0
915,1334-FJSVR,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,24.25,24.25,DSL,No,No,No,No,No,No,Male,0,No,No,,1
916,1334-PDUKM,2014-06-01,,One year,No,Credit card (automatic),86.45,5762.95,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,0
917,1335-HQMKX,2014-02-01,,One year,Yes,Electronic check,101.35,7323.15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
918,1335-MXCSE,2015-07-01,,Two year,Yes,Credit card (automatic),55.25,3119.9,DSL,No,No,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
919,1335-NTIUC,2019-05-01,,Month-to-month,Yes,Electronic check,24.95,190.25,DSL,No,No,No,No,No,No,Male,0,No,No,,0
920,1336-EZFZY,2019-10-01,,Month-to-month,No,Mailed check,20.05,83.3,,,,,,,,Female,0,No,No,No,0
921,1337-BOZWO,2018-08-01,,One year,No,Credit card (automatic),46.4,812.4,DSL,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,,0
922,1338-CECEE,2016-09-01,,One year,No,Bank transfer (automatic),68.5,2839.95,DSL,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
923,1342-JPNKI,2019-01-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,1
924,1343-EHPYB,2014-09-01,2019-12-01,Month-to-month,Yes,Electronic check,103.4,6603.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
925,1345-GKDZZ,2019-08-01,,Month-to-month,No,Mailed check,19.55,128.6,,,,,,,,Male,0,No,Yes,No,0
926,1345-ZUKID,2018-12-01,,One year,No,Mailed check,19.35,324.8,,,,,,,,Male,0,No,No,No,0
927,1346-PJWTK,2015-01-01,,Month-to-month,No,Credit card (automatic),94.15,5731.85,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,No,0
928,1346-UFHAX,2019-01-01,,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
929,1347-KTTTA,2014-10-01,,One year,Yes,Credit card (automatic),102.45,6654.1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
930,1349-WXNGG,2019-12-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),20.05,20.05,,,,,,,,Male,0,No,No,No,1
931,1352-HNSAW,2014-02-01,,Two year,Yes,Bank transfer (automatic),115.6,8220.4,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
932,1352-VHKAJ,2017-11-01,,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,DSL,No,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
933,1353-GHZOS,2018-04-01,,One year,Yes,Bank transfer (automatic),59.75,1374.35,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,No,No,0
934,1353-LJWEM,2019-03-01,,Month-to-month,Yes,Electronic check,60.9,688.5,DSL,No,Yes,Yes,Yes,No,No,Male,0,No,No,No,0
935,1354-YZFNB,2019-10-01,,Two year,No,Credit card (automatic),19.55,68.8,,,,,,,,Male,0,Yes,Yes,No,0
936,1355-KUSBG,2019-07-01,,Month-to-month,No,Electronic check,48.8,349.8,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
937,1356-MKYSK,2019-08-01,,Month-to-month,No,Credit card (automatic),78.65,483.3,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
938,1357-BIJKI,2015-12-01,,One year,Yes,Electronic check,98.25,4858.7,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
939,1357-MVDOZ,2019-03-01,,Month-to-month,Yes,Bank transfer (automatic),59.65,683.25,DSL,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,No,0
940,1360-JYXKQ,2015-08-01,,One year,Yes,Electronic check,99.1,5437.1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,Yes,No,No,0
941,1360-RCYRT,2018-03-01,,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,DSL,No,No,No,Yes,No,No,Male,0,Yes,Yes,,0
942,1360-XFJMR,2014-07-01,,One year,Yes,Credit card (automatic),109.7,7344.45,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
943,1363-TXLSL,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,70.3,70.3,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,1
944,1370-GGAWX,2016-04-01,,One year,Yes,Electronic check,94.15,4408.45,Fiber optic,No,Yes,Yes,No,No,Yes,Female,0,No,No,Yes,0
945,1371-DWPAZ,2020-02-01,,Two year,No,Credit card (automatic),56.05,,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,,0
946,1371-OJCEK,2016-02-01,,One year,No,Bank transfer (automatic),24.35,1133.7,,,,,,,,Female,0,No,No,Yes,0
947,1371-WEPDS,2016-10-01,,One year,No,Electronic check,55.8,2283.3,DSL,No,No,No,No,No,Yes,Male,1,Yes,No,No,0
948,1373-ORVIZ,2019-01-01,2019-12-01,Month-to-month,Yes,Electronic check,66.35,740.8,DSL,No,No,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,1
949,1374-DMZUI,2019-09-01,2020-01-01,Month-to-month,Yes,Electronic check,94.3,424.45,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,1
950,1376-HHBDV,2017-08-01,,Month-to-month,Yes,Mailed check,48.8,1536.75,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,0
951,1379-FRVEB,2018-11-01,,Month-to-month,Yes,Electronic check,91.0,1430.05,Fiber optic,No,Yes,No,No,Yes,No,Male,0,No,Yes,Yes,0
952,1383-EZRWL,2019-06-01,2020-01-01,Month-to-month,No,Mailed check,20.05,164.85,,,,,,,,Female,0,No,No,No,1
953,1384-RCUXW,2018-10-01,,Month-to-month,Yes,Mailed check,80.55,1248.9,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
954,1385-TQOZW,2019-05-01,,Month-to-month,Yes,Credit card (automatic),20.45,147.55,,,,,,,,Female,0,No,No,No,0
955,1386-ZIKUV,2019-07-01,,Month-to-month,Yes,Mailed check,18.95,130.55,,,,,,,,Male,0,No,No,No,0
956,1389-CXMLU,2019-08-01,2019-11-01,Month-to-month,No,Electronic check,91.05,289.1,Fiber optic,No,No,Yes,No,Yes,No,Male,1,No,No,Yes,1
957,1389-WNUIB,2018-06-01,,One year,No,Bank transfer (automatic),76.0,1588.75,DSL,Yes,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
958,1391-UBDAR,2019-03-01,,Month-to-month,No,Electronic check,72.9,818.45,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,No,0
959,1393-IMKZG,2020-01-01,,Month-to-month,Yes,Electronic check,95.85,95.85,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,No,No,No,0
960,1394-SUIUH,2016-06-01,,Month-to-month,Yes,Electronic check,85.15,3670.5,Fiber optic,Yes,Yes,No,Yes,No,No,Female,1,Yes,No,No,0
961,1395-OFUWC,2016-07-01,,Month-to-month,No,Credit card (automatic),29.3,1224.05,DSL,No,Yes,No,No,No,No,Male,0,Yes,Yes,,0
962,1395-WSWXR,2018-02-01,,Two year,No,Mailed check,20.75,487.05,,,,,,,,Male,0,No,No,No,0
